id|kanji_symbol|url|freq_counter|jlpt_Counter|school_counter|firstkanji|pngurl|kun|on|meaning|table_data
1492|崇|https://kanjicards.org/kanji/1492.html|1970|1866|1816|崇|../img/stroke_order/1492.png|あが.める|スウ|adore, respect, revere, worship|[{'Word': '崇拝', 'Reading': 'すうはい', 'Meaning': 'worship, adoration, admiration, cult'}, {'Word': '崇高', 'Reading': 'すうこう', 'Meaning': 'loftiness, sublimity, nobility'}, {'Word': '崇める', 'Reading': 'あがめる', 'Meaning': 'to revere, to respect, to worship'}, {'Word': '崇う', 'Reading': 'あがまう', 'Meaning': 'to look up to, to respect'}, {'Word': '崇めたてる', 'Reading': 'あがめたてる', 'Meaning': 'to respect, to revere'}, {'Word': '黄金崇拝', 'Reading': 'おうごんすうはい', 'Meaning': 'mammon worship'}, {'Word': '偶像崇拝', 'Reading': 'ぐうぞうすうはい', 'Meaning': 'worship, idolatry'}, {'Word': '崇敬', 'Reading': 'すうけい', 'Meaning': 'reverence'}, {'Word': '祖先崇拝', 'Reading': 'そせんすうはい', 'Meaning': 'ancestor worship'}, {'Word': '尊崇', 'Reading': 'そんすう', 'Meaning': 'reverence, veneration'}]
1493|嵩|https://kanjicards.org/kanji/1493.html|0|2177|2218|嵩|../img/stroke_order/1493.png|かさ, かさ.む, たか.い|スウ, シュウ|be aggravated, grow worse, grow bulky, swell|[{'Word': '嵩', 'Reading': 'かさ', 'Meaning': 'bulk, volume, quantity'}, {'Word': '嵩む', 'Reading': 'かさむ', 'Meaning': 'to pile up, to increase'}, {'Word': '嵩じる', 'Reading': 'こうじる', 'Meaning': 'to grow in intensity, to be aggravated, to get worse, to develop'}, {'Word': '嵩ずる', 'Reading': 'こうずる', 'Meaning': 'to grow in intensity, to be aggravated, to get worse, to develop'}, {'Word': '水嵩', 'Reading': 'みずかさ', 'Meaning': 'volume of water'}, {'Word': '嵩張る', 'Reading': 'かさばる', 'Meaning': 'to be bulky, to be unwieldy, to grow voluminous'}, {'Word': '年嵩', 'Reading': 'としかさ', 'Meaning': 'senior, older, elderly'}, {'Word': '値嵩株', 'Reading': 'ねがさかぶ', 'Meaning': 'high-priced stocks, blue-chip shares'}, {'Word': '嵩上げ', 'Reading': 'かさあげ', 'Meaning': 'raising, padding or inflation (of a bill)'}, {'Word': '嵩高', 'Reading': 'かさだか', 'Meaning': 'bulky, unwieldy, high-handed'}]
1494|数|https://kanjicards.org/kanji/1494.html|148|256|180|数|../img/stroke_order/1494.png|かず, かぞ.える, しばしば, せ.める, わずらわ.しい|スウ, ス, サク, ソク, シュ|number, strength, fate, law, figures|[{'Word': '数', 'Reading': 'かず', 'Meaning': 'number, amount'}, {'Word': '数字', 'Reading': 'すうじ', 'Meaning': 'numeral, figure, digit, numeric character'}, {'Word': '多数', 'Reading': 'たすう', 'Meaning': 'great number; countless, majority'}, {'Word': '定数', 'Reading': 'ていすう', 'Meaning': 'constant; literal'}, {'Word': '少数', 'Reading': 'しょうすう', 'Meaning': 'minority, few'}, {'Word': '複数', 'Reading': 'ふくすう', 'Meaning': 'several, plural, plurality, multiple'}, {'Word': '過半数', 'Reading': 'かはんすう', 'Meaning': 'majority'}, {'Word': '半数', 'Reading': 'はんすう', 'Meaning': 'half the number; haploid'}, {'Word': '回数', 'Reading': 'かいすう', 'Meaning': 'number of times, frequency, count'}, {'Word': '指数', 'Reading': 'しすう', 'Meaning': 'index, index number, exponent (e.g. in floating-point representation), characteristic'}]
1495|枢|https://kanjicards.org/kanji/1495.html|1791|1745|1717|枢|../img/stroke_order/1495.png|とぼそ, からくり|スウ, シュ|hinge, pivot, door|[{'Word': '中枢', 'Reading': 'ちゅうすう', 'Meaning': 'centre, center, pivot, mainstay, nucleus, backbone, central figure, pillar, key man'}, {'Word': '枢機卿', 'Reading': 'すうききょう, すうきけい', 'Meaning': 'Cardinal (Catholic)'}, {'Word': '枢軸', 'Reading': 'すうじく', 'Meaning': 'axle, pivot'}, {'Word': '中枢神経', 'Reading': 'ちゅうすうしんけい', 'Meaning': 'central nerves'}, {'Word': '枢', 'Reading': 'くるる, くろろ, くる, くるり', 'Meaning': 'pivot hinge (using extensions on the top & bottom of a door that fit into cavities in the frame); sliding wooden bolt (for holding a door or window shut)'}, {'Word': '枢', 'Reading': 'とぼそ', 'Meaning': 'cavities in the frame of a door used as part of a pivot hinge; door'}, {'Word': '枢', 'Reading': 'とまら', 'Meaning': 'extensions on the top & bottom of a door that fit into cavities in the frame (as part of a pivot hinge)'}, {'Word': '枢機', 'Reading': 'すうき', 'Meaning': 'important state matters'}, {'Word': '枢密', 'Reading': 'すうみつ', 'Meaning': 'state secrets'}, {'Word': '枢要', 'Reading': 'すうよう', 'Meaning': 'importance'}]
1497|雛|https://kanjicards.org/kanji/1497.html|2241|2065|2111|雛|../img/stroke_order/1497.png|ひな, ひよこ|スウ, ス, ジュ|chick, squab, duckling, doll|"[{'Word': '雛', 'Reading': 'ひよこ, ひな', 'Meaning': 'young bird, chick; doll; green, wet behind the ears, juvenile'}, {'Word': '育雛器', 'Reading': 'いくすうき', 'Meaning': 'breeder'}, {'Word': '雛鑑別者', 'Reading': 'ひなかんべつしゃ', 'Meaning': 'chicken sexer'}, {'Word': '雛型', 'Reading': 'ひながた', 'Meaning': 'model, miniature, pattern; sample, specimen; prescribed form'}, {'Word': '雛形', 'Reading': 'ひながた', 'Meaning': 'model, miniature, pattern; sample, specimen; prescribed form'}, {'Word': '雛祭', 'Reading': 'ひなまつり', 'Meaning': ""Girls' (dolls') Festival (March 3rd)""}, {'Word': '雛祭り', 'Reading': 'ひなまつり', 'Meaning': ""Girls' (dolls') Festival (March 3rd)""}, {'Word': '雛人形', 'Reading': 'ひなにんぎょう', 'Meaning': 'doll'}, {'Word': '雛罌粟', 'Reading': 'ひなげし', 'Meaning': 'red poppy, Papaver rhoeas, common poppy'}, {'Word': '巣雛', 'Reading': 'すひな', 'Meaning': 'nestling'}]"
1498|据|https://kanjicards.org/kanji/1498.html|1468|1530|1520|据|../img/stroke_order/1498.png|す.える, す.わる|キョ|set, lay a foundation, install, equip, squat down, sit down|"[{'Word': '据え置き', 'Reading': 'すえおき', 'Meaning': 'deferment (e.g. of savings), leaving (a thing) as it stands'}, {'Word': '据える', 'Reading': 'すえる', 'Meaning': ""to place (in position), to fix, to set (e.g. table), to lay (foundation); to install, to seat (someone); to settle (upon something), to fix (e.g. one's gaze); to apply (moxa)""}, {'Word': '見据える', 'Reading': 'みすえる', 'Meaning': 'to gaze at, to stare at, to focus on, to make sure of'}, {'Word': '据え付け', 'Reading': 'すえつけ', 'Meaning': 'installation, setting, fitting, mounting'}, {'Word': '据わる', 'Reading': 'すわる', 'Meaning': 'to sit, to squat; to assume (a position); to hold steady, to hold still'}, {'Word': '据る', 'Reading': 'すわる', 'Meaning': 'to sit, to squat; to assume (a position); to hold steady, to hold still'}, {'Word': '据え付ける', 'Reading': 'すえつける', 'Meaning': 'to install, to equip, to mount'}, {'Word': '据えつける', 'Reading': 'すえつける', 'Meaning': 'to install, to equip, to mount'}, {'Word': '居据わる', 'Reading': 'いすわる', 'Meaning': 'to remain, to stay (somewhere)'}, {'Word': '据え置く', 'Reading': 'すえおく', 'Meaning': 'to leave as it is, to defer'}]"
1499|杉|https://kanjicards.org/kanji/1499.html|1095|1325|1317|杉|../img/stroke_order/1499.png|すぎ|サン|cedar, cryptomeria|[{'Word': '杉', 'Reading': 'すぎ, スギ', 'Meaning': 'Japanese cedar, Cryptomeria japonica'}, {'Word': '杉林', 'Reading': 'すぎばやし', 'Meaning': 'cryptomeria forest'}, {'Word': '杉戸', 'Reading': 'すぎど', 'Meaning': 'door made of cedar'}, {'Word': '亜米利加杉', 'Reading': 'あめりかすぎ', 'Meaning': 'redwood'}, {'Word': '一本杉', 'Reading': 'いっぽんすぎ', 'Meaning': '(a) solitary cryptomeria tree'}, {'Word': '杉材', 'Reading': 'すぎざい', 'Meaning': 'cedar wood'}, {'Word': '杉並木', 'Reading': 'すぎなみき', 'Meaning': 'avenue of cedars (cryptomeria)'}, {'Word': '神代杉', 'Reading': 'じんだいすぎ', 'Meaning': 'lignitized Japanese cedar, lignitised Japanese cedar'}, {'Word': '杉皮', 'Reading': 'すぎかわ', 'Meaning': 'cedar bark'}, {'Word': '杉花粉症', 'Reading': 'すぎかふんしょう', 'Meaning': 'cedar pollen allergy'}]
1500|椙|https://kanjicards.org/kanji/1500.html|2437|0|0|椙|../img/stroke_order/1500.png|すぎ|N/A|Japanese cedar, cryptomeria|[{'Word': '椙', 'Reading': 'すぎ, スギ', 'Meaning': 'Japanese cedar, Cryptomeria japonica'}]
1501|菅|https://kanjicards.org/kanji/1501.html|1562|0|2093|菅|../img/stroke_order/1501.png|すげ|カン, ケン|sedge|[{'Word': '菅', 'Reading': 'すげ', 'Meaning': 'sedge (any plant of genus Carex)'}, {'Word': '菅笠', 'Reading': 'すげがさ', 'Meaning': 'sedge-woven (bamboo) hat'}, {'Word': '夕菅', 'Reading': 'ゆうすげ', 'Meaning': 'daily lily'}, {'Word': '浜菅', 'Reading': 'はますげ, ハマスゲ', 'Meaning': 'nut grass (Cyperus rotundus)'}, {'Word': '寒菅', 'Reading': 'かんすげ', 'Meaning': 'Carex morrowii'}]
1502|頗|https://kanjicards.org/kanji/1502.html|0|0|2546|頗|../img/stroke_order/1502.png|すこぶ.る, かたよ.る|ハ|prejudiced, exceedingly|[{'Word': '頗る', 'Reading': 'すこぶる, そこぶる', 'Meaning': 'extremely, very much'}, {'Word': '偏頗', 'Reading': 'へんぱ', 'Meaning': 'favoritism, favouritism, discrimination'}]
1503|雀|https://kanjicards.org/kanji/1503.html|1856|0|2184|雀|../img/stroke_order/1503.png|すずめ|ジャク, ジャン, サク, シャク|sparrow|[{'Word': '雀', 'Reading': 'すずめ, スズメ', 'Meaning': 'sparrow (Passeriformes order)'}, {'Word': '麻雀', 'Reading': 'まあじゃん, まぜじゃん, マージャン', 'Meaning': 'mah-jongg, mahjong'}, {'Word': '孔雀', 'Reading': 'くじゃく, くざく, クジャク', 'Meaning': 'peafowl (inc. the male peacock, female peahen, and young peachick)'}, {'Word': '金糸雀', 'Reading': 'カナリア, カナリヤ, きんしじゃく, カナリー', 'Meaning': 'canary (esp. the island canary, Serinus canaria)'}, {'Word': '燕雀', 'Reading': 'えんじゃく', 'Meaning': 'small birds'}, {'Word': '黄雀', 'Reading': 'こうじゃく', 'Meaning': 'Eurasian or European siskin (bird) (Carduelis spinus) (sometimes called a sparrow)'}, {'Word': '欣喜雀躍', 'Reading': 'きんきじゃくやく', 'Meaning': 'jump up for joy'}, {'Word': '孔雀石', 'Reading': 'くじゃくせき', 'Meaning': 'malachite'}, {'Word': '孔雀妙王', 'Reading': 'くじゃくみょうおう', 'Meaning': 'Mayuri Vidya-raja, holder of the mantras'}, {'Word': '四十雀', 'Reading': 'しじゅうから, しじゅうがら, シジュウカラ, シジュウガラ', 'Meaning': 'great tit (Parus major)'}]
1504|裾|https://kanjicards.org/kanji/1504.html|2334|0|2393|裾|../img/stroke_order/1504.png|すそ|キョ, コ|cuff, hem, foot of mountain|[{'Word': '裾', 'Reading': 'すそ', 'Meaning': '(trouser) cuff, (skirt) hem, cut edge of a hairdo, fringe, foot of mountain'}, {'Word': '裾よけ', 'Reading': 'すそよけ', 'Meaning': 'underskirt'}, {'Word': '裾野', 'Reading': 'すその', 'Meaning': 'foot of a mountain'}, {'Word': '裳裾', 'Reading': 'もすそ', 'Meaning': 'cuff (of pants), hem (of skirt), train (of dress), foot (of mountain)'}, {'Word': '裾野産業', 'Reading': 'すそのさんぎょう', 'Meaning': 'supporting industries, component and parts-supply industries'}, {'Word': '御裾分け', 'Reading': 'おすそわけ', 'Meaning': 'sharing'}, {'Word': 'お裾分け', 'Reading': 'おすそわけ', 'Meaning': 'sharing'}, {'Word': '裾刈り', 'Reading': 'すそがり', 'Meaning': 'trimming hair'}, {'Word': '裾分け', 'Reading': 'すそわけ', 'Meaning': 'sharing (a gift)'}, {'Word': '裾回し', 'Reading': 'すそまわし', 'Meaning': 'lining at the bottom of a kimono'}]
1505|澄|https://kanjicards.org/kanji/1505.html|1722|1693|1670|澄|../img/stroke_order/1505.png|す.む, す.ます, -す.ます|チョウ|lucidity, be clear, clear, clarify, settle, strain, look grave|"[{'Word': '清澄', 'Reading': 'せいちょう', 'Meaning': 'clear, serene'}, {'Word': '澄む', 'Reading': 'すむ', 'Meaning': 'to clear (e.g. weather), to become transparent'}, {'Word': '澄ます', 'Reading': 'すます', 'Meaning': 'to clear, to make clear, to be unruffled, to look unconcerned, to look demure, to look prim, to put on airs'}, {'Word': '澄み切る', 'Reading': 'すみきる', 'Meaning': 'to be serene'}, {'Word': '研ぎ澄ます', 'Reading': 'とぎすます', 'Meaning': 'to sharpen, to grind, to whet, to hone, to make keen'}, {'Word': '澄み切った', 'Reading': 'すみきった', 'Meaning': 'perfectly clear'}, {'Word': '澄まし顔', 'Reading': 'すましがお', 'Meaning': 'composed expression, clear face'}, {'Word': 'お澄まし', 'Reading': 'おすまし', 'Meaning': 'prim and proper girl'}, {'Word': '見澄ます', 'Reading': 'みすます', 'Meaning': 'to observe carefully, to make sure'}, {'Word': '耳を澄ます', 'Reading': 'みみをすます', 'Meaning': ""to listen carefully, to strain one's ears""}]"
1506|摺|https://kanjicards.org/kanji/1506.html|0|0|2547|摺|../img/stroke_order/1506.png|す.る, ひだ|ショウ, シュウ, ロウ|rub, fold, print (on cloth)|"[{'Word': '足摺', 'Reading': 'あしずり', 'Meaning': ""stamping or scraping one's feet""}, {'Word': '摺る', 'Reading': 'する', 'Meaning': 'to print; to color or pattern fabric using a wooden mold'}, {'Word': '手古摺る', 'Reading': 'てこずる', 'Meaning': 'to have much trouble, to have a hard time, to not know how to handle'}, {'Word': '手子摺る', 'Reading': 'てこずる', 'Meaning': 'to have much trouble, to have a hard time, to not know how to handle'}, {'Word': '梃子摺る', 'Reading': 'てこずる', 'Meaning': 'to have much trouble, to have a hard time, to not know how to handle'}, {'Word': '梃摺る', 'Reading': 'てこずる', 'Meaning': 'to have much trouble, to have a hard time, to not know how to handle'}, {'Word': '引き摺り', 'Reading': 'ひきずり', 'Meaning': 'train of dress; low woman'}, {'Word': '引摺り', 'Reading': 'ひきずり', 'Meaning': 'train of dress; low woman'}, {'Word': '引き摺り込む', 'Reading': 'ひきずりこむ', 'Meaning': 'to drag in'}, {'Word': '引き摺る', 'Reading': 'ひきずる', 'Meaning': 'to drag along, to pull; to force someone along; to prolong, to drag out; to influence strongly, to seduce'}]"
1507|寸|https://kanjicards.org/kanji/1507.html|1669|1382|1000|寸|../img/stroke_order/1507.png|N/A|スン|measurement, foot/10|"[{'Word': '寸前', 'Reading': 'すんぜん', 'Meaning': 'on the verge, just in front of'}, {'Word': '寸法', 'Reading': 'すんぽう', 'Meaning': 'measurement, size, extent, dimension'}, {'Word': '寸断', 'Reading': 'すんだん', 'Meaning': 'cut (tear) to pieces'}, {'Word': '寸', 'Reading': 'すん', 'Meaning': 'sun (approx. 3.03 cm)'}, {'Word': '一寸', 'Reading': 'ちょっと, ちょと, ちょいと', 'Meaning': 'just a minute, short time, just a little; somewhat, easily, readily, rather; (before a verb in negative form) (will not) easily; hey!'}, {'Word': '寸劇', 'Reading': 'すんげき', 'Meaning': 'short play, skit'}, {'Word': '原寸', 'Reading': 'げんすん', 'Meaning': 'actual size, full size'}, {'Word': '寸暇', 'Reading': 'すんか', 'Meaning': ""moment's leisure, free minute""}, {'Word': '一寸', 'Reading': 'いっすん', 'Meaning': 'one sun (approx. 3.03 cm); a little bit (of time, distance, etc.)'}, {'Word': '一寸先', 'Reading': 'いっすんさき', 'Meaning': 'an inch ahead, the immediate future'}]"
1508|世|https://kanjicards.org/kanji/1508.html|135|152|255|世|../img/stroke_order/1508.png|よ, さんじゅう|セイ, セ, ソウ|generation, world, society, public|[{'Word': '世', 'Reading': 'よ', 'Meaning': 'world, society, age, generation'}, {'Word': '世界', 'Reading': 'せかい', 'Meaning': 'the world, society, the universe'}, {'Word': '世代', 'Reading': 'せだい', 'Meaning': 'generation, the world, the age'}, {'Word': '世論', 'Reading': 'せろん, よろん', 'Meaning': 'public opinion'}, {'Word': '世界的', 'Reading': 'せかいてき', 'Meaning': 'global, international, world-famous'}, {'Word': '世紀', 'Reading': 'せいき', 'Meaning': 'century, era'}, {'Word': '世帯', 'Reading': 'せたい, しょたい', 'Meaning': 'household, home, family, housekeeping'}, {'Word': '世話', 'Reading': 'せわ', 'Meaning': 'looking after, help, aid, assistance'}, {'Word': '世の中', 'Reading': 'よのなか', 'Meaning': 'society, the world, the times'}, {'Word': '世間', 'Reading': 'せけん', 'Meaning': 'world, society'}]
1509|瀬|https://kanjicards.org/kanji/1509.html|1152|1348|1340|瀬|../img/stroke_order/1509.png|せ|ライ|rapids, current, torrent, shallows, shoal|"[{'Word': '瀬', 'Reading': 'せ', 'Meaning': 'shallows, shoal; rapids, current, torrent; position, place; chance, opportunity'}, {'Word': '瀬戸', 'Reading': 'せと', 'Meaning': 'strait, channel'}, {'Word': '瀬戸際', 'Reading': 'せとぎわ', 'Meaning': 'brink, critical moment'}, {'Word': '高瀬', 'Reading': 'たかせ', 'Meaning': 'shallows'}, {'Word': '早瀬', 'Reading': 'はやせ', 'Meaning': 'swift current, rapids'}, {'Word': '年の瀬', 'Reading': 'としのせ', 'Meaning': ""New Year's Eve, the year end""}, {'Word': '浅瀬', 'Reading': 'あさせ', 'Meaning': 'shoal, shallows, sand bar, ford'}, {'Word': '川瀬', 'Reading': 'かわせ', 'Meaning': 'rapids, shallows of a river'}, {'Word': '瀬踏み', 'Reading': 'せぶみ', 'Meaning': 'sounding out, measuring the depths (of a river)'}, {'Word': 'やる瀬ない', 'Reading': 'やるせない', 'Meaning': 'helpless, cheerless, miserable, disconsolate, dreary, downhearted'}]"
1510|畝|https://kanjicards.org/kanji/1510.html|2327|2019|1909|畝|../img/stroke_order/1510.png|せ, うね|ボウ, ホ, モ, ム|furrow, 30 tsubo, ridge, rib|[{'Word': '畝', 'Reading': 'せ', 'Meaning': 'se (Japanese unit of area equal to 30 tsubo, ~99.174 m.sq.)'}, {'Word': '畝', 'Reading': 'うね', 'Meaning': 'ridge, rib'}, {'Word': '畝', 'Reading': 'ほ', 'Meaning': 'mu (Chinese measure of land area, formerly ~600 m.sq., currently ~667 m.sq.)'}, {'Word': '畝ねる', 'Reading': 'うねる', 'Meaning': 'to undulate, to meander, to surge, to swell, to roll, to wind'}, {'Word': '畝間', 'Reading': 'うねま', 'Meaning': 'furrow, room with ridged roof'}, {'Word': '畝溝', 'Reading': 'うねみぞ', 'Meaning': 'furrow ridges'}, {'Word': '畝織', 'Reading': 'うねおり', 'Meaning': 'ridged fabric, corduroy'}, {'Word': '畝立て', 'Reading': 'うねだて', 'Meaning': 'building rice-field ridges'}, {'Word': '田畝', 'Reading': 'たんぼ, でんぽ', 'Meaning': 'paddy field, farm'}, {'Word': '畝織り', 'Reading': 'うねおり', 'Meaning': 'ribbed fabric, corded fabric'}]
1511|是|https://kanjicards.org/kanji/1511.html|1045|1295|1284|是|../img/stroke_order/1511.png|これ, この, ここ|ゼ, シ|just so, this, right, justice|"[{'Word': '是正', 'Reading': 'ぜせい', 'Meaning': 'correction, revision'}, {'Word': '是非', 'Reading': 'ぜひ', 'Meaning': 'certainly, without fail; right and wrong, pros and cons'}, {'Word': '国是', 'Reading': 'こくぜ', 'Meaning': 'national policy'}, {'Word': '党是', 'Reading': 'とうぜ', 'Meaning': 'party platform, party principles'}, {'Word': '是か非か', 'Reading': 'ぜかひか', 'Meaning': 'right or wrong'}, {'Word': '是が非でも', 'Reading': 'ぜがひでも', 'Meaning': 'rightly or wrongly, by all possible means'}, {'Word': '是', 'Reading': 'これ', 'Meaning': ""this (indicating an item near the speaker, the action of the speaker, or the current topic); this person (usu. indicating someone in one's in-group); now; here; I (me); certainly""}, {'Word': '是', 'Reading': 'ぜ', 'Meaning': 'righteousness, justice, right'}, {'Word': '是認', 'Reading': 'ぜにん', 'Meaning': 'approval'}, {'Word': '是れ', 'Reading': 'これ', 'Meaning': ""this (indicating an item near the speaker, the action of the speaker, or the current topic); this person (usu. indicating someone in one's in-group); now; here; I (me); certainly""}]"
1512|凄|https://kanjicards.org/kanji/1512.html|2313|0|2388|凄|../img/stroke_order/1512.png|さむ.い, すご.い, すさ.まじい|セイ, サイ|uncanny, weird, threatening, horrible|[{'Word': '凄い', 'Reading': 'すごい', 'Meaning': 'terrible, dreadful; amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific; to a great extent, vast (in numbers)'}, {'Word': '凄む', 'Reading': 'すごむ', 'Meaning': 'to threaten'}, {'Word': '凄まじい', 'Reading': 'すさまじい', 'Meaning': 'terrific, fierce, terrible, tremendous, dreadful, awful, amazing, absurd, cutthroat, intense'}, {'Word': '凄じい', 'Reading': 'すさまじい', 'Meaning': 'terrific, fierce, terrible, tremendous, dreadful, awful, amazing, absurd, cutthroat, intense'}, {'Word': '凄くない', 'Reading': 'すごくない', 'Meaning': 'cool! (only when said or written in a questioning tone), incredible, unbelievable'}, {'Word': '凄く', 'Reading': 'すごく', 'Meaning': 'awfully, very, immensely'}, {'Word': '凄艶', 'Reading': 'せいえん', 'Meaning': 'weirdly beautiful'}, {'Word': '凄惨', 'Reading': 'せいさん', 'Meaning': 'ghostliness, gruesomeness'}, {'Word': '凄文句', 'Reading': 'すごもんく', 'Meaning': 'intimidating language'}, {'Word': '凄味', 'Reading': 'すごみ', 'Meaning': 'weirdness, ghastliness, dreadfulness'}]
1513|制|https://kanjicards.org/kanji/1513.html|108|411|646|制|../img/stroke_order/1513.png|N/A|セイ|system, law, rule|[{'Word': '制', 'Reading': 'せい', 'Meaning': 'system, organization, organisation, imperial command, laws, regulation, control, government, suppression, restraint, holding back, establishment'}, {'Word': '規制', 'Reading': 'きせい', 'Meaning': 'regulation, (traffic) policing, control, restriction'}, {'Word': '制度', 'Reading': 'せいど', 'Meaning': 'system, institution, organization, organisation'}, {'Word': '体制', 'Reading': 'たいせい', 'Meaning': 'order, system, structure, set-up, organization, organisation'}, {'Word': '制裁', 'Reading': 'せいさい', 'Meaning': 'restraint, sanctions, punishment'}, {'Word': '税制', 'Reading': 'ぜいせい', 'Meaning': 'tax system'}, {'Word': '強制', 'Reading': 'きょうせい', 'Meaning': 'obligation, coercion, compulsion, enforcement'}, {'Word': '制限', 'Reading': 'せいげん', 'Meaning': 'restriction, restraint, limitation, limit'}, {'Word': '制作', 'Reading': 'せいさく', 'Meaning': 'work (film, book)'}, {'Word': '制定', 'Reading': 'せいてい', 'Meaning': 'enactment, establishment, creation'}]
1514|勢|https://kanjicards.org/kanji/1514.html|260|479|666|勢|../img/stroke_order/1514.png|いきお.い, はずみ|セイ, ゼイ|forces, energy, military strength|[{'Word': '勢い', 'Reading': 'いきおい', 'Meaning': 'force, vigor, vigour, energy, spirit, life; influence, authority, power, might; impetus, momentum, course (of events); naturally, necessarily'}, {'Word': '勢み', 'Reading': 'はずみ', 'Meaning': 'bounce, spring, rebound; momentum, inertia; spur of the moment, impulse'}, {'Word': '姿勢', 'Reading': 'しせい', 'Meaning': 'attitude, posture'}, {'Word': '情勢', 'Reading': 'じょうせい', 'Meaning': 'state of things, state of affairs, condition, situation, circumstances'}, {'Word': '勢力', 'Reading': 'せいりょく', 'Meaning': 'influence, power, might, strength, potency, force, energy'}, {'Word': '態勢', 'Reading': 'たいせい', 'Meaning': 'attitude, conditions, preparations'}, {'Word': '大勢', 'Reading': 'おおぜい, たいぜい', 'Meaning': 'many, crowd, great number of people'}, {'Word': '攻勢', 'Reading': 'こうせい', 'Meaning': 'offensive (movement), aggression'}, {'Word': '伊勢丹', 'Reading': 'いせたん', 'Meaning': 'Isetan (department store)'}, {'Word': '優勢', 'Reading': 'ゆうせい', 'Meaning': 'superiority, superior power, predominance, preponderance'}]
1515|姓|https://kanjicards.org/kanji/1515.html|1628|961|1263|姓|../img/stroke_order/1515.png|N/A|セイ, ショウ|surname|"[{'Word': '姓', 'Reading': 'せい, しょう, そう', 'Meaning': 'surname, family name; hereditary title (used in ancient Japan to denote rank and political standing)'}, {'Word': '旧姓', 'Reading': 'きゅうせい', 'Meaning': ""one's former (maiden) name""}, {'Word': '同姓', 'Reading': 'どうせい', 'Meaning': 'same surname'}, {'Word': '百姓', 'Reading': 'ひゃくしょう', 'Meaning': 'farmer, peasant, country bumpkin; farming; the common people'}, {'Word': '姓名', 'Reading': 'せいめい', 'Meaning': 'full name'}, {'Word': '姓', 'Reading': 'かばね', 'Meaning': 'hereditary title (used in ancient Japan to denote rank and political standing); clan'}, {'Word': '異姓', 'Reading': 'いせい', 'Meaning': 'different surname, different family name'}, {'Word': '下姓', 'Reading': 'げしょう', 'Meaning': 'person of humble birth'}, {'Word': '改姓', 'Reading': 'かいせい', 'Meaning': ""changing one's family name""}, {'Word': '姓氏', 'Reading': 'せいし', 'Meaning': 'full name, family name'}]"
1516|征|https://kanjicards.org/kanji/1516.html|1578|1600|1585|征|../img/stroke_order/1516.png|N/A|セイ|subjugate, attack the rebellious, collect taxes|"[{'Word': '遠征', 'Reading': 'えんせい', 'Meaning': ""expedition, campaign, (performer's) tour; away series (baseball)""}, {'Word': '征服', 'Reading': 'せいふく', 'Meaning': 'conquest, subjugation, overcoming'}, {'Word': '長征', 'Reading': 'ちょうせい', 'Meaning': 'lengthy military expedition, the Long March'}, {'Word': '出征', 'Reading': 'しゅっせい', 'Meaning': 'departure (for the front)'}, {'Word': '征く', 'Reading': 'ゆく', 'Meaning': 'to conquer, to subjugate'}, {'Word': '外征', 'Reading': 'がいせい', 'Meaning': 'foreign campaign'}, {'Word': '再征', 'Reading': 'さいせい', 'Meaning': 'second punitive expedition'}, {'Word': '出征家族', 'Reading': 'しゅっせいかぞく', 'Meaning': 'family of a soldier at the front'}, {'Word': '出征軍', 'Reading': 'しゅっせいぐん', 'Meaning': 'army in the field'}, {'Word': '出征軍人', 'Reading': 'しゅっせいぐんじん', 'Meaning': 'soldier at the front'}]"
1517|性|https://kanjicards.org/kanji/1517.html|104|408|645|性|../img/stroke_order/1517.png|さが|セイ, ショウ|sex, gender, nature|[{'Word': '可能性', 'Reading': 'かのうせい', 'Meaning': 'potentiality, likelihood, possibility, availability'}, {'Word': '女性', 'Reading': 'じょせい', 'Meaning': 'woman, female; feminine gender'}, {'Word': '男性', 'Reading': 'だんせい', 'Meaning': 'man, male; masculine gender'}, {'Word': '性格', 'Reading': 'せいかく', 'Meaning': 'character, personality'}, {'Word': '必要性', 'Reading': 'ひつようせい', 'Meaning': 'necessity'}, {'Word': '活性', 'Reading': 'かっせい', 'Meaning': 'activity'}, {'Word': '個性', 'Reading': 'こせい', 'Meaning': 'individuality, personality, idiosyncrasy'}, {'Word': '急性', 'Reading': 'きゅうせい', 'Meaning': 'acute (e.g. illness)'}, {'Word': '放射性', 'Reading': 'ほうしゃせい', 'Meaning': 'radioactive'}, {'Word': '感性', 'Reading': 'かんせい', 'Meaning': 'sensitivity, sensitiveness, sense'}]
